"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_again.csv",,,,"Date:","17 Oct 2019 12:50:09 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
17-10 12:52:50,0,0.062,99.938,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,1034,414,0,0,0,69,111,0,3221221376,6,8,0,0,0,
17-10 12:52:51,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,24576,0,4,426,414,0,0,0,82,139,0,3221221376,6,8,0,0,0,
17-10 12:52:52,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,425,430,0,0,0,60,97,0,3221221376,6,8,0,0,0,
17-10 12:52:53,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,246,518,0,0,0,62,104,0,3221221376,6,8,0,0,0,
17-10 12:52:54,0,0.125,99.875,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,940,414,0,0,0,67,105,0,3221221376,6,8,0,0,0,
17-10 12:52:55,0,0.062,99.938,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,306,414,0,0,0,74,125,0,3221221376,6,8,0,0,0,
17-10 12:52:56,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,365,414,0,0,0,59,99,0,3221221376,6,8,0,0,0,
17-10 12:52:57,0,0.062,99.875,0.062,0,612958208,65194491904,191016960,1238765568,0,24576,0,4,426,414,0,0,0,69,107,0,3221221376,6,8,0,0,0,
17-10 12:52:58,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,365,430,0,0,0,58,99,0,3221221376,6,8,0,0,0,
17-10 12:52:59,0,0.125,99.875,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,426,414,0,0,0,75,125,0,3221221376,6,8,0,0,0,
17-10 12:53:00,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,1060,414,0,0,0,71,103,0,3221221376,6,8,0,0,0,
17-10 12:53:01,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,8192,0,2,821,414,0,0,0,70,103,0,3221221376,6,8,0,0,0,
17-10 12:53:02,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,708,430,0,0,0,67,107,0,3221221376,6,8,0,0,0,
17-10 12:53:03,0,0.125,99.875,0,0,612958208,65194491904,191016960,1238765568,0,24576,0,4,426,474,0,0,0,95,154,0,3221221376,6,8,0,0,0,
17-10 12:53:04,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,365,430,0,0,0,57,93,0,3221221376,6,8,0,0,0,
17-10 12:53:05,0,0.062,99.938,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,581,414,0,0,0,62,107,0,3221221376,6,8,0,0,0,
17-10 12:53:06,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,245,414,0,0,0,56,100,0,3221221376,6,8,0,0,0,
17-10 12:53:07,0,0.125,99.875,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,546,414,0,0,0,96,133,0,3221221376,6,8,0,0,0,
17-10 12:53:08,0,0.063,99.937,0,0,612958208,65194491904,191016960,1238765568,0,0,0,0,365,414,0,0,0,68,94,0,3221221376,6,8,0,0,0,
17-10 12:53:09,0,0.063,99.937,0,0,612954112,65194491904,191016960,1238769664,0,57344,0,6,306,516,0,0,0,64,111,0,3221221376,6,8,0,0,0,
17-10 12:53:10,0.188,0.063,99.750,0,0,613892096,65193553920,191016960,1238769664,0,0,0,0,2908,3015,0,0,0,155,141,0,3221221376,6,9,0,0,0,
17-10 12:53:11,8.459,1.316,90.226,0,0,662151168,65145294848,191016960,1238777856,0,0,0,0,3567,3473,0,0,0,1426,9169,0,3221221376,6,9,0,0,0,
17-10 12:53:12,8.380,0.500,91.119,0,0,693923840,65113518080,191016960,1238781952,0,0,0,0,4547,3640,1,0,0,629,7950,0,3221221376,10,10,0,0,0,
17-10 12:53:13,0,0.125,99.875,0,0,693923840,65113518080,191016960,1238781952,0,0,0,0,246,474,0,0,0,87,153,0,3221221376,10,10,0,0,0,
17-10 12:53:14,0,0.062,99.938,0,0,693923840,65113518080,191016960,1238781952,0,0,0,0,425,414,0,0,0,80,145,0,3221221376,10,10,0,0,0,
17-10 12:53:15,0,0.125,99.812,0.062,0,694185984,65113255936,191016960,1238781952,0,221184,0,10,478,849,0,0,0,137,217,0,3221221376,10,10,0,0,0,
17-10 12:53:16,0,0.063,99.937,0,0,694185984,65113255936,191016960,1238781952,0,0,0,0,485,430,0,0,0,78,131,0,3221221376,10,10,0,0,0,
17-10 12:53:17,0,0.125,99.875,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,1034,414,0,0,0,103,179,0,3221221376,10,10,0,0,0,
17-10 12:53:18,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,485,414,0,0,0,80,141,0,3221221376,10,10,0,0,0,
17-10 12:53:19,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,598,644,0,0,0,102,205,0,3221221376,10,10,0,0,0,
17-10 12:53:20,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,32768,0,4,425,414,0,0,0,84,149,0,3221221376,10,10,0,0,0,
17-10 12:53:21,0,0.125,99.875,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,520,430,0,0,0,87,145,0,3221221376,10,10,0,0,0,
17-10 12:53:22,0.062,0.062,99.875,0,0,694177792,65113264128,191016960,1238781952,0,114688,0,24,1052,704,0,0,0,109,175,0,3221221376,10,10,0,0,0,
17-10 12:53:23,0,0.125,99.875,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,581,430,0,0,0,109,187,0,3221221376,10,10,0,0,0,
17-10 12:53:24,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,425,414,0,0,0,79,137,0,3221221376,10,10,0,0,0,
17-10 12:53:25,0,0.062,99.938,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,478,644,0,0,0,81,139,0,3221221376,10,10,0,0,0,
17-10 12:53:26,0,0.125,99.812,0.062,0,694177792,65113264128,191016960,1238781952,0,24576,0,4,425,414,0,0,0,102,165,0,3221221376,10,10,0,0,0,
17-10 12:53:27,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,246,430,0,0,0,106,195,0,3221221376,10,10,0,0,0,
17-10 12:53:28,0,0.062,99.938,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,665,414,0,0,0,83,139,0,3221221376,10,10,0,0,0,
17-10 12:53:29,0,0.125,99.875,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,598,644,0,0,0,84,169,0,3221221376,10,10,0,0,0,
17-10 12:53:30,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,6965,474,0,0,0,192,141,0,3221221376,10,10,0,0,0,
17-10 12:53:31,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,126,414,0,0,0,90,167,0,3221221376,10,10,0,0,0,
17-10 12:53:32,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,32768,0,6,700,644,0,0,0,104,215,0,3221221376,10,10,0,0,0,
17-10 12:53:33,0,0.125,99.875,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,461,430,0,0,0,94,150,0,3221221376,10,10,0,0,0,
17-10 12:53:34,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,185,414,0,0,0,74,140,0,3221221376,10,10,0,0,0,
17-10 12:53:35,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,238,644,0,0,0,94,195,0,3221221376,10,10,0,0,0,
17-10 12:53:36,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,365,414,0,0,0,80,141,0,3221221376,10,10,0,0,0,
17-10 12:53:37,0,0.125,99.875,0,0,694177792,65113264128,191016960,1238781952,0,16384,0,2,66,414,0,0,0,78,149,0,3221221376,10,10,0,0,0,
17-10 12:53:38,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,8192,0,2,305,430,0,0,0,82,141,0,3221221376,10,10,0,0,0,
17-10 12:53:39,0,0.063,99.937,0,0,694177792,65113264128,191016960,1238781952,0,0,0,0,238,660,0,0,0,94,207,0,3221221376,10,10,0,0,0,
17-10 12:53:40,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,640,414,0,0,0,81,138,0,3221221376,10,10,0,0,0,
17-10 12:53:41,0,0.062,99.938,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,246,414,0,0,0,76,141,0,3221221376,10,10,0,0,0,
17-10 12:53:42,0,0.125,99.875,0,0,694173696,65113264128,191016960,1238786048,0,663552,0,140,597,644,0,0,0,151,169,0,3221221376,10,10,0,0,0,
17-10 12:53:43,0,0.063,99.875,0.063,0,694173696,65113264128,191016960,1238786048,0,65536,0,6,400,430,0,0,0,114,204,0,3221221376,10,10,0,0,0,
17-10 12:53:44,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,245,430,0,0,0,77,139,0,3221221376,10,10,0,0,0,
17-10 12:53:45,0,0.125,99.875,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,418,644,0,0,0,84,190,0,3221221376,10,10,0,0,0,
17-10 12:53:46,0,0.062,99.938,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,1034,414,0,0,0,90,157,0,3221221376,10,10,0,0,0,
17-10 12:53:47,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,66,414,0,0,0,86,161,0,3221221376,10,10,0,0,0,
17-10 12:53:48,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,185,414,0,0,0,74,139,0,3221221376,10,10,0,0,0,
17-10 12:53:49,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,32768,0,4,358,644,0,0,0,89,203,0,3221221376,10,10,0,0,0,
17-10 12:53:50,0,0.125,99.875,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,305,496,0,0,0,77,143,0,3221221376,10,10,0,0,0,
17-10 12:53:51,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,246,414,0,0,0,101,169,0,3221221376,10,10,0,0,0,
17-10 12:53:52,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,692,644,0,0,0,88,179,0,3221221376,10,10,0,0,0,
17-10 12:53:53,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,521,414,0,0,0,91,149,0,3221221376,10,10,0,0,0,
17-10 12:53:54,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,699,414,0,0,0,88,151,0,3221221376,10,10,0,0,0,
17-10 12:53:55,0.062,0.125,99.750,0.062,0,694173696,65113264128,191016960,1238786048,0,24576,0,4,573,644,0,0,0,108,237,0,3221221376,10,10,0,0,0,
17-10 12:53:56,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,545,430,0,0,0,82,137,0,3221221376,10,10,0,0,0,
17-10 12:53:57,0,0.062,99.938,0,0,694173696,65113264128,191016960,1238786048,0,24576,0,6,846,516,0,0,0,91,143,0,3221221376,10,10,0,0,0,
17-10 12:53:58,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,886,1030,0,0,0,94,149,0,3221221376,10,10,0,0,0,
17-10 12:53:59,0,0.062,99.938,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,598,644,0,0,0,100,197,0,3221221376,10,10,0,0,0,
17-10 12:54:00,0,0.125,99.875,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,725,414,0,0,0,86,139,0,3221221376,10,10,0,0,0,
17-10 12:54:01,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,24576,0,4,426,414,0,0,0,90,151,0,3221221376,10,10,0,0,0,
17-10 12:54:02,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,1060,660,0,0,0,96,165,0,3221221376,10,10,0,0,0,
17-10 12:54:03,0,0.125,99.875,0,0,694173696,65113264128,191016960,1238786048,0,8192,0,2,426,414,0,0,0,112,176,0,3221221376,10,10,0,0,0,
17-10 12:54:04,0,0.062,99.938,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,760,430,0,0,0,97,168,0,3221221376,10,10,0,0,0,
17-10 12:54:05,0,0.125,99.875,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,933,644,0,0,0,91,151,0,3221221376,10,10,0,0,0,
17-10 12:54:06,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,545,414,0,0,0,82,139,0,3221221376,10,10,0,0,0,
17-10 12:54:07,0,0.125,99.875,0,0,694173696,65113264128,191016960,1238786048,0,32768,0,4,486,414,0,0,0,106,177,0,3221221376,10,10,0,0,0,
17-10 12:54:08,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,1000,430,0,0,0,90,147,0,3221221376,10,10,0,0,0,
17-10 12:54:09,0,0.063,99.937,0,0,694173696,65113264128,191016960,1238786048,0,0,0,0,298,644,0,0,0,95,199,0,3221221376,10,10,0,0,0,
17-10 12:54:10,0.063,0.063,99.875,0,0,693620736,65113812992,191016960,1238790144,0,0,0,0,557,480,0,0,0,137,278,0,3221221376,10,9,0,0,0,
17-10 12:54:11,0,0.063,99.937,0,0,693620736,65113812992,191016960,1238790144,0,0,0,0,306,414,0,0,0,96,174,0,3221221376,10,9,0,0,0,
17-10 12:54:12,0,0.125,99.875,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,657,644,0,0,0,82,192,0,3221221376,10,9,0,0,0,
17-10 12:54:13,0,0.063,99.875,0.063,0,693739520,65113694208,191016960,1238790144,0,131072,0,10,306,414,0,0,0,104,158,0,3221221376,10,9,0,0,0,
17-10 12:54:14,0,0.063,99.937,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,545,490,0,0,0,87,143,0,3221221376,10,9,0,0,0,
17-10 12:54:15,0,0.125,99.875,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,572,644,0,0,0,101,211,0,3221221376,10,9,0,0,0,
17-10 12:54:16,0,0.063,99.937,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,819,414,0,0,0,87,147,0,3221221376,10,9,0,0,0,
17-10 12:54:17,0,0.063,99.937,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,546,414,0,0,0,82,139,0,3221221376,10,9,0,0,0,
17-10 12:54:18,0,0.125,99.875,0,0,693739520,65113694208,191016960,1238790144,0,32768,0,4,365,414,0,0,0,83,152,0,3221221376,10,9,0,0,0,
17-10 12:54:19,0,0.063,99.937,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,838,720,0,0,0,108,171,0,3221221376,10,9,0,0,0,
17-10 12:54:20,0,0.063,99.937,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,305,414,0,0,0,88,159,0,3221221376,10,9,0,0,0,
17-10 12:54:21,0,0.063,99.937,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,714,474,0,0,0,85,147,0,3221221376,10,9,0,0,0,
17-10 12:54:22,0.062,0.062,99.875,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,751,644,0,0,0,90,151,0,3221221376,10,9,0,0,0,
17-10 12:54:23,0,0.125,99.875,0,0,693739520,65113694208,191016960,1238790144,0,0,0,0,126,414,0,0,0,99,179,0,3221221376,10,9,0,0,0,
17-10 12:54:24,0,0.125,99.812,0.062,0,693747712,65113686016,191016960,1238790144,0,24576,0,4,1235,642,0,0,0,143,191,0,3221221376,10,9,0,0,0,
17-10 12:54:25,0.063,0.063,99.875,0,0,693747712,65113686016,191016960,1238790144,0,0,0,0,813,660,0,0,0,101,208,0,3221221376,10,9,0,0,0,
17-10 12:54:26,0,0.062,99.938,0,0,693747712,65113686016,191016960,1238790144,0,0,0,0,365,414,0,0,0,89,157,0,3221221376,10,9,0,0,0,
17-10 12:54:27,0,0.125,99.875,0,0,693747712,65113686016,191016960,1238790144,0,0,0,0,641,414,0,0,0,100,173,0,3221221376,10,9,0,0,0,
17-10 12:54:28,0,0.063,99.937,0,0,693747712,65113686016,191016960,1238790144,0,0,0,0,365,414,0,0,0,81,141,0,3221221376,10,9,0,0,0,
17-10 12:54:29,0,0.063,99.937,0,0,693747712,65113686016,191016960,1238790144,0,32768,0,4,418,644,0,0,0,85,206,0,3221221376,10,9,0,0,0,
17-10 12:54:30,0,0.063,99.937,0,0,693747712,65113686016,191016960,1238790144,0,0,0,0,425,430,0,0,0,87,143,0,3221221376,10,9,0,0,0,
17-10 12:54:31,0,0.063,99.937,0,0,694001664,65113432064,191016960,1238790144,0,0,0,0,1142,999,0,0,0,111,193,0,3221221376,10,9,0,0,0,
17-10 12:54:32,0,0.125,99.875,0,0,694001664,65113432064,191016960,1238790144,0,0,0,0,948,414,0,0,0,110,153,0,3221221376,10,9,0,0,0,
17-10 12:54:33,0.062,0.062,99.875,0,0,694001664,65113432064,191016960,1238790144,0,57344,0,10,486,414,0,0,0,109,150,0,3221221376,10,9,0,0,0,
17-10 12:54:34,0,0.063,99.937,0,0,694001664,65113432064,191016960,1238790144,0,0,0,0,417,660,0,0,0,113,168,0,3221221376,10,9,0,0,0,
17-10 12:54:35,0,0.063,99.937,0,0,694001664,65113432064,191016960,1238790144,0,32768,0,4,426,474,0,0,0,106,187,0,3221221376,10,9,0,0,0,
17-10 12:54:36,0.062,0.062,99.875,0,0,694001664,65113432064,191016960,1238790144,0,0,0,0,545,430,0,0,0,82,135,0,3221221376,10,9,0,0,0,
17-10 12:54:37,0,0.125,99.875,0,0,694001664,65113432064,191016960,1238790144,0,0,0,0,693,644,0,0,0,88,153,0,3221221376,10,9,0,0,0,
17-10 12:54:38,0,0.125,99.875,0,0,694001664,65113432064,191016960,1238790144,0,8192,0,2,365,414,0,0,0,81,141,0,3221221376,10,9,0,0,0,
17-10 12:54:39,0,0.063,99.937,0,0,694001664,65113432064,191016960,1238790144,0,0,0,0,306,430,0,0,0,111,195,0,3221221376,10,9,0,0,0,
17-10 12:54:40,0,0.062,99.938,0,0,694001664,65113432064,191016960,1238790144,0,0,0,0,485,414,0,0,0,79,137,0,3221221376,10,9,0,0,0,
17-10 12:54:41,0,0.125,99.812,0.062,0,693997568,65113432064,191016960,1238794240,0,57344,0,6,538,644,0,0,0,95,187,0,3221221376,10,9,0,0,0,
17-10 12:54:42,0,0.062,99.938,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,545,430,0,0,0,81,141,0,3221221376,10,9,0,0,0,
17-10 12:54:43,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,581,414,0,0,0,102,177,0,3221221376,10,9,0,0,0,
17-10 12:54:44,0.062,0.125,99.812,0,0,693997568,65113432064,191016960,1238794240,0,344064,0,70,717,644,0,0,0,130,177,0,3221221376,10,9,0,0,0,
17-10 12:54:45,0,0.062,99.938,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,306,532,0,0,0,80,141,0,3221221376,10,9,0,0,0,
17-10 12:54:46,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,551,1014,0,0,0,81,139,0,3221221376,10,9,0,0,0,
17-10 12:54:47,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,32768,0,4,752,748,0,0,0,113,219,0,3221221376,10,9,0,0,0,
17-10 12:54:48,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,245,430,0,0,0,109,139,0,3221221376,10,9,0,0,0,
17-10 12:54:49,0,0.125,99.875,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,426,414,0,0,0,81,141,0,3221221376,10,9,0,0,0,
17-10 12:54:50,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,820,414,0,0,0,81,137,0,3221221376,10,9,0,0,0,
17-10 12:54:51,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,632,644,0,0,0,102,184,0,3221221376,10,9,0,0,0,
17-10 12:54:52,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,305,414,0,0,0,91,163,0,3221221376,10,9,0,0,0,
17-10 12:54:53,0,0.125,99.813,0.062,0,693997568,65113432064,191016960,1238794240,0,24576,0,4,306,414,0,0,0,98,161,0,3221221376,10,9,0,0,0,
17-10 12:54:54,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,537,660,0,0,0,86,164,0,3221221376,10,9,0,0,0,
17-10 12:54:55,0,0.125,99.875,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,426,414,0,0,0,96,172,0,3221221376,10,9,0,0,0,
17-10 12:54:56,0,0.062,99.938,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,305,414,0,0,0,77,137,0,3221221376,10,9,0,0,0,
17-10 12:54:57,0,0.063,99.937,0,0,693997568,65113432064,191016960,1238794240,0,0,0,0,1268,644,0,0,0,97,175,0,3221221376,10,9,0,0,0,
17-10 12:54:58,0,0.063,99.937,0,0,693989376,65113440256,191016960,1238794240,0,0,0,0,956,480,0,0,0,93,161,0,3221221376,10,9,0,0,0,
17-10 12:54:59,0,0.063,99.937,0,0,693989376,65113440256,191016960,1238794240,0,32768,0,6,306,414,0,0,0,108,178,0,3221221376,10,9,0,0,0,
17-10 12:55:00,0,0.125,99.875,0,0,693989376,65113440256,191016960,1238794240,0,0,0,0,245,430,0,0,0,84,138,0,3221221376,10,9,0,0,0,
17-10 12:55:01,0.063,0.063,99.875,0,0,693989376,65113440256,191016960,1238794240,0,0,0,0,358,644,0,0,0,81,205,0,3221221376,10,9,0,0,0,
17-10 12:55:02,0,0.188,99.812,0,0,694919168,65112510464,191016960,1238794240,0,98304,0,8,828,414,0,0,0,183,248,0,3221221376,10,9,0,0,0,
17-10 12:55:03,0,0.063,99.937,0,0,694919168,65112510464,191016960,1238794240,0,0,0,0,881,490,0,0,0,113,187,0,3221221376,10,9,0,0,0,
17-10 12:55:04,0,0.063,99.937,0,0,694910976,65112518656,191016960,1238794240,0,0,0,0,477,644,0,0,0,82,168,0,3221221376,10,9,0,0,0,
17-10 12:55:05,0,0.125,99.875,0,0,694910976,65112518656,191016960,1238794240,0,0,0,0,306,414,0,0,0,77,139,0,3221221376,10,9,0,0,0,
17-10 12:55:06,0,0.063,99.937,0,0,694910976,65112518656,191016960,1238794240,0,0,0,0,305,414,0,0,0,78,140,0,3221221376,10,9,0,0,0,
17-10 12:55:07,0,0.063,99.875,0.063,0,694910976,65112518656,191016960,1238794240,0,90112,0,4,658,644,0,0,0,107,220,0,3221221376,10,9,0,0,0,
17-10 12:55:08,0,0.062,99.938,0,0,695037952,65112391680,191016960,1238794240,0,0,0,0,485,430,0,0,0,86,139,0,3221221376,10,9,0,0,0,
17-10 12:55:09,0,0.063,99.937,0,0,695037952,65112391680,191016960,1238794240,0,106496,0,18,856,414,0,0,0,98,152,0,3221221376,10,9,0,0,0,
17-10 12:55:10,0,0.125,99.875,0,0,695037952,65112391680,191016960,1238794240,0,0,0,0,425,430,0,0,0,84,149,0,3221221376,10,9,0,0,0,
17-10 12:55:11,0.062,0.062,99.875,0,0,695037952,65112391680,191016960,1238794240,0,0,0,0,718,644,0,0,0,106,173,0,3221221376,10,9,0,0,0,
17-10 12:55:12,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,820,414,0,0,0,99,175,0,3221221376,10,9,0,0,0,
17-10 12:55:13,0,0.125,99.875,0,0,695033856,65112391680,191016960,1238798336,0,57344,0,6,306,474,0,0,0,97,161,0,3221221376,10,9,0,0,0,
17-10 12:55:14,0.062,0.062,99.875,0,0,695033856,65112391680,191016960,1238798336,0,32768,0,4,717,660,0,0,0,93,148,0,3221221376,10,9,0,0,0,
17-10 12:55:15,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,426,430,0,0,0,118,161,0,3221221376,10,9,0,0,0,
17-10 12:55:16,0,0.125,99.875,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,245,414,0,0,0,90,142,0,3221221376,10,9,0,0,0,
17-10 12:55:17,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,538,644,0,0,0,106,189,0,3221221376,10,9,0,0,0,
17-10 12:55:18,0,0.062,99.938,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,605,414,0,0,0,83,145,0,3221221376,10,9,0,0,0,
17-10 12:55:19,0,0.125,99.812,0.062,0,695033856,65112391680,191016960,1238798336,0,32768,0,4,772,828,0,0,0,114,192,0,3221221376,10,9,0,0,0,
17-10 12:55:20,0,0.062,99.938,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,1005,562,0,0,0,94,147,0,3221221376,10,9,0,0,0,
17-10 12:55:21,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,598,644,0,0,0,85,141,0,3221221376,10,9,0,0,0,
17-10 12:55:22,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,305,414,0,0,0,86,157,0,3221221376,10,9,0,0,0,
17-10 12:55:23,0,0.125,99.875,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,306,414,0,0,0,102,177,0,3221221376,10,9,0,0,0,
17-10 12:55:24,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,477,644,0,0,0,81,143,0,3221221376,10,9,0,0,0,
17-10 12:55:25,0,0.125,99.875,0,0,695033856,65112391680,191016960,1238798336,0,24576,0,4,640,414,0,0,0,94,155,0,3221221376,10,9,0,0,0,
17-10 12:55:26,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,545,430,0,0,0,91,149,0,3221221376,10,9,0,0,0,
17-10 12:55:27,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,632,644,0,0,0,115,203,0,3221221376,10,9,0,0,0,
17-10 12:55:28,0,0.063,99.937,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,425,414,0,0,0,80,137,0,3221221376,10,9,0,0,0,
17-10 12:55:29,0,0.062,99.938,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,1155,414,0,0,0,91,151,0,3221221376,10,9,0,0,0,
17-10 12:55:30,0,0.125,99.875,0,0,695033856,65112391680,191016960,1238798336,0,0,0,0,365,414,0,0,0,80,142,0,3221221376,10,9,0,0,0,
17-10 12:55:31,0,0.063,99.937,0,0,694906880,65112518656,191016960,1238798336,0,24576,0,4,478,644,0,0,0,113,195,0,3221221376,10,9,0,0,0,
17-10 12:55:32,0,0.063,99.937,0,0,694906880,65112518656,191016960,1238798336,0,0,0,0,1103,430,0,0,0,109,176,0,3221221376,10,9,0,0,0,
17-10 12:55:33,0,0.125,99.875,0,0,694906880,65112518656,191016960,1238798336,0,0,0,0,366,516,0,0,0,87,151,0,3221221376,10,9,0,0,0,
